username,url,view1,view2,view3,view4,view5,view6,view7,view8,view9,view10
ultraverse,https://www.tiktok.com/@ultraverse,0,0,0,0,0,0,0,0,0,0
grace.1619,https://www.tiktok.com/@grace.1619,0,0,0,0,0,0,0,0,0,0
graceee_e,https://www.tiktok.com/@graceee_e,0,0,0,0,0,0,0,0,0,0
elllliegrace,https://www.tiktok.com/@elllliegrace,0,0,0,0,0,0,0,0,0,0
miekopong,https://www.tiktok.com/@miekopong,0,0,0,0,0,0,0,0,0,0
gracegkb,https://www.tiktok.com/@gracegkb,0,0,0,0,0,0,0,0,0,0
gracevictorialees,https://www.tiktok.com/@gracevictorialees,0,0,0,0,0,0,0,0,0,0
subtlbeauty,https://www.tiktok.com/@subtlbeauty,0,0,0,0,0,0,0,0,0,0
deibe__,https://www.tiktok.com/@deibe__,0,0,0,0,0,0,0,0,0,0
brittainydoeslife,https://www.tiktok.com/@brittainydoeslife,0,0,0,0,0,0,0,0,0,0
cheygren,https://www.tiktok.com/@cheygren,0,0,0,0,0,0,0,0,0,0
niamhadkins,https://www.tiktok.com/@niamhadkins,0,0,0,0,0,0,0,0,0,0
dasique_global,https://www.tiktok.com/@dasique_global,0,0,0,0,0,0,0,0,0,0
1isabelamercedes,https://www.tiktok.com/@1isabelamercedes,0,0,0,0,0,0,0,0,0,0
blpbeauty,https://www.tiktok.com/@blpbeauty,0,0,0,0,0,0,0,0,0,0
alicelinnea__,https://www.tiktok.com/@alicelinnea__,0,0,0,0,0,0,0,0,0,0
rialistictravels,https://www.tiktok.com/@rialistictravels,0,0,0,0,0,0,0,0,0,0
averykatherinewood,https://www.tiktok.com/@averykatherinewood,0,0,0,0,0,0,0,0,0,0
arasheil,https://www.tiktok.com/@arasheil,0,0,0,0,0,0,0,0,0,0
muriellevs,https://www.tiktok.com/@muriellevs,0,0,0,0,0,0,0,0,0,0
subtlebeauty__,https://www.tiktok.com/@subtlebeauty__,0,0,0,0,0,0,0,0,0,0
jodibbeauty,https://www.tiktok.com/@jodibbeauty,0,0,0,0,0,0,0,0,0,0
ashleynicolequiroz,https://www.tiktok.com/@ashleynicolequiroz,0,0,0,0,0,0,0,0,0,0
thebridgelee,https://www.tiktok.com/@thebridgelee,0,0,0,0,0,0,0,0,0,0
3wishescosmetics,https://www.tiktok.com/@3wishescosmetics,0,0,0,0,0,0,0,0,0,0
drteowanlin,https://www.tiktok.com/@drteowanlin,0,0,0,0,0,0,0,0,0,0
danielledomrose,https://www.tiktok.com/@danielledomrose,0,0,0,0,0,0,0,0,0,0
yeye1021_,https://www.tiktok.com/@yeye1021_,0,0,0,0,0,0,0,0,0,0
lexlynna,https://www.tiktok.com/@lexlynna,0,0,0,0,0,0,0,0,0,0
223_brooke,https://www.tiktok.com/@223_brooke,0,0,0,0,0,0,0,0,0,0
thatonechick33,https://www.tiktok.com/@thatonechick33,0,0,0,0,0,0,0,0,0,0
samsched,https://www.tiktok.com/@samsched,0,0,0,0,0,0,0,0,0,0
michaelascott20,https://www.tiktok.com/@michaelascott20,0,0,0,0,0,0,0,0,0,0
loummartines,https://www.tiktok.com/@loummartines,0,0,0,0,0,0,0,0,0,0
nicolekanev,https://www.tiktok.com/@nicolekanev,0,0,0,0,0,0,0,0,0,0
iamcelys,https://www.tiktok.com/@iamcelys,0,0,0,0,0,0,0,0,0,0
adoredbabynames,https://www.tiktok.com/@adoredbabynames,0,0,0,0,0,0,0,0,0,0
hairbykendyyy,https://www.tiktok.com/@hairbykendyyy,0,0,0,0,0,0,0,0,0,0
realtymeentertainment,https://www.tiktok.com/@realtymeentertainment,0,0,0,0,0,0,0,0,0,0
celyled,https://www.tiktok.com/@celyled,0,0,0,0,0,0,0,0,0,0
beaurooj,https://www.tiktok.com/@beaurooj,0,0,0,0,0,0,0,0,0,0
leonymarcha,https://www.tiktok.com/@leonymarcha,0,0,0,0,0,0,0,0,0,0
elebeatriz2,https://www.tiktok.com/@elebeatriz2,0,0,0,0,0,0,0,0,0,0
hellorichbeauty,https://www.tiktok.com/@hellorichbeauty,0,0,0,0,0,0,0,0,0,0
aimeetimshel2,https://www.tiktok.com/@aimeetimshel2,0,0,0,0,0,0,0,0,0,0
aurelie_makeup.beauty,https://www.tiktok.com/@aurelie_makeup.beauty,0,0,0,0,0,0,0,0,0,0
hartthabolupasa99,https://www.tiktok.com/@hartthabolupasa99,0,0,0,0,0,0,0,0,0,0
xcellentbeautysalon,https://www.tiktok.com/@xcellentbeautysalon,0,0,0,0,0,0,0,0,0,0
subtlemakeup,https://www.tiktok.com/@subtlemakeup,0,0,0,0,0,0,0,0,0,0
tanisrosee,https://www.tiktok.com/@tanisrosee,0,0,0,0,0,0,0,0,0,0
joweelld,https://www.tiktok.com/@joweelld,0,0,0,0,0,0,0,0,0,0
skinsculptaesthetics,https://www.tiktok.com/@skinsculptaesthetics,0,0,0,0,0,0,0,0,0,0
glambygilly,https://www.tiktok.com/@glambygilly,0,0,0,0,0,0,0,0,0,0
xoxoyourwardrobe,https://www.tiktok.com/@xoxoyourwardrobe,0,0,0,0,0,0,0,0,0,0
rinarisha999,https://www.tiktok.com/@rinarisha999,0,0,0,0,0,0,0,0,0,0
birdiebridalfw,https://www.tiktok.com/@birdiebridalfw,0,0,0,0,0,0,0,0,0,0
juliajcha,https://www.tiktok.com/@juliajcha,0,0,0,0,0,0,0,0,0,0
nastya.jung,https://www.tiktok.com/@nastya.jung,0,0,0,0,0,0,0,0,0,0
